InvoiceNo,InvoiceDate,CompanyName,NIP,ProductName,Category,Quantity,UnitPrice,Discount,Country,SalesRep
INV 3650,01-06-2025,Firma Hurtowa 086,7433248715,Primer Acid,Akcesoria,dziesięć,"120,00",0,Polska,Nowak Anna
INV 11976,2025-06-23,Firma Hurtowa 095,,Base One Clear 5kg,Żele,dziesięć,"120,00",0.1,poland,Nowak Anna
INV 1968,06.12.25,Firma Hurtowa 034,,Base One Pink 5kg,Żele,dziesięć,36.13,0,poland,Nowak Anna
INV 2050,20.03.25,Firma Hurtowa 032,8189139054,Flexy Hybrid Gel,Lakiery Hybrydowe,47,38.47,0.05,poland,Nowak Anna
INV 11363,27.10.25,Firma Hurtowa 085,9166476866,Base One Pink 5kg,Żele,,"120,00",0,poland,Anna Nowak
INV 9794,25.05.25,Firma Hurtowa 064,,Flexy Hybrid Gel,Lakiery Hybrydowe,16,149.98,0,PL,J. Kowalski
INV 5986,07.02.25,Firma Hurtowa 057,9688965439,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",10%,Polska,Anna Nowak
INV 11208,2025-07-17,Firma Hurtowa 017,,Primer Acid,Akcesoria,dziesięć,165.05,,poland,Jan Kowalski
INV 6255,15-09-2025,Firma Hurtowa 092,,Cuticle Oil Mango,Pielęgnacja,dziesięć,79.34,0,PL,J. Kowalski
INV 8811,2025-11-10,Firma Hurtowa 043,,Cuticle Oil Mango,,19,"120,00",10%,Polska,Jan Kowalski
INV 12,24.05.25,Firma Hurtowa 051,7053751417,Primer Acid,Akcesoria,,78.73,0.05,poland,Jan Kowalski
INV 2239,2025-06-03,Firma Hurtowa 063,1478251628,Flexy Hybrid Gel,Lakiery Hybrydowe,11,85.03,10%,PL,Nowak Anna
INV 228,23.07.25,Firma Hurtowa 056,,Flexy Hybrid Gel,,,30.28,0.05,PL,J. Kowalski
INV 467,29.10.25,Firma Hurtowa 012,,Base One Clear 5kg,Żele,dziesięć,181.39,0.05,Polska,Jan Kowalski
INV 4788,2025-11-11,Firma Hurtowa 067,,Base One Pink 5kg,Żele,dziesięć,99.4,,poland,Anna Nowak
INV 2452,16.09.25,Firma Hurtowa 065,7412253500,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.1,Polska,Anna Nowak
INV 7170,2025-11-02,Firma Hurtowa 087,,Flexy Hybrid Gel,Lakiery Hybrydowe,9,188.89,10%,Polska,J. Kowalski
INV 9320,2025-10-13,Firma Hurtowa 022,,Primer Acid,Akcesoria,dziesięć,"120,00",10%,PL,Nowak Anna
INV 5982,2025-11-26,Firma Hurtowa 087,,Cleaner UV,Akcesoria,dziesięć,143.81,0.1,PL,Jan Kowalski
INV 9051,2025-11-12,Firma Hurtowa 094,,Cleaner UV,Akcesoria,44,"120,00",,PL,Anna Nowak
INV 6161,21.12.25,Firma Hurtowa 049,,Primer Acid,,,23.52,,poland,J. Kowalski
INV 8113,24-04-2025,Firma Hurtowa 091,,Flexy Hybrid Gel,,,197.27,,poland,Nowak Anna
INV 6872,2025-09-11,Firma Hurtowa 040,1257876531,Cleaner UV,Akcesoria,dziesięć,57.51,,PL,Jan Kowalski
INV 9566,2025-09-25,Firma Hurtowa 047,,Cleaner UV,Akcesoria,dziesięć,"120,00",0,poland,Anna Nowak
INV 4875,26.01.25,Firma Hurtowa 067,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,69.06,10%,Polska,J. Kowalski
INV 9380,11-02-2025,Firma Hurtowa 083,,Base One Pink 5kg,Żele,2,"120,00",10%,PL,Anna Nowak
INV 173,03-07-2025,Firma Hurtowa 006,,Cleaner UV,Akcesoria,,"120,00",0.1,Polska,J. Kowalski
INV 11708,16-12-2025,Firma Hurtowa 024,1746152788,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0.05,poland,Nowak Anna
INV 9493,19-12-2025,Firma Hurtowa 085,1939574446,Flexy Hybrid Gel,,,"120,00",10%,Polska,Jan Kowalski
INV 8332,26-09-2025,Firma Hurtowa 046,,Primer Acid,Akcesoria,46,116.36,,poland,Jan Kowalski
INV 11119,2025-10-29,Firma Hurtowa 033,9951710042,Flexy Hybrid Gel,,dziesięć,"120,00",0.05,PL,J. Kowalski
INV 5563,03.10.25,Firma Hurtowa 089,8424770796,Cleaner UV,Akcesoria,,186.37,0,Polska,Anna Nowak
INV 10483,12.08.25,Firma Hurtowa 053,,Base One Clear 5kg,Żele,dziesięć,140.32,10%,PL,Jan Kowalski
INV 7155,02-11-2025,Firma Hurtowa 047,5513899594,Base One Pink 5kg,Żele,,105.54,10%,PL,Nowak Anna
INV 11371,10-03-2025,Firma Hurtowa 093,6441299415,Cuticle Oil Mango,,dziesięć,"120,00",0,PL,Jan Kowalski
INV 9078,2025-09-18,Firma Hurtowa 017,1614123358,Base One Clear 5kg,Żele,29,53.99,0.05,poland,Jan Kowalski
INV 349,2025-01-24,Firma Hurtowa 098,,Primer Acid,Akcesoria,dziesięć,127.97,0.05,Polska,Jan Kowalski
INV 6026,23-08-2025,Firma Hurtowa 058,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,21.43,0.05,Polska,Anna Nowak
INV 79,16.11.25,Firma Hurtowa 035,,Primer Acid,Akcesoria,26,156.07,0.05,PL,J. Kowalski
INV 3168,01.09.25,Firma Hurtowa 061,4682055394,Base One Clear 5kg,Żele,33,130.08,10%,PL,Nowak Anna
INV 5132,2025-12-01,Firma Hurtowa 031,8053124370,Primer Acid,Akcesoria,dziesięć,"120,00",10%,PL,J. Kowalski
INV 1161,2025-03-06,Firma Hurtowa 098,,Base One Clear 5kg,Żele,,115.6,0.05,Polska,J. Kowalski
INV 5986,05.12.25,Firma Hurtowa 081,,Cuticle Oil Mango,Pielęgnacja,dziesięć,199.45,0.1,PL,Jan Kowalski
INV 5954,2025-03-03,Firma Hurtowa 054,,Flexy Hybrid Gel,Lakiery Hybrydowe,21,125.88,10%,PL,Anna Nowak
INV 4715,21-07-2025,Firma Hurtowa 033,,Cleaner UV,Akcesoria,,"120,00",0,PL,Anna Nowak
INV 10137,2025-03-27,Firma Hurtowa 023,,Base One Clear 5kg,Żele,9,"120,00",0.05,poland,J. Kowalski
INV 2001,23-08-2025,Firma Hurtowa 091,2013506767,Flexy Hybrid Gel,,29,93.44,10%,Polska,Jan Kowalski
INV 9735,21-08-2025,Firma Hurtowa 090,3137127960,Base One Clear 5kg,Żele,dziesięć,"120,00",0,poland,Nowak Anna
INV 619,15-04-2025,Firma Hurtowa 058,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",,PL,J. Kowalski
INV 1972,2025-12-26,Firma Hurtowa 027,,Cleaner UV,Akcesoria,,124.92,0.05,poland,J. Kowalski
INV 8065,07.12.25,Firma Hurtowa 069,4385253967,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",,Polska,J. Kowalski
INV 7052,22-09-2025,Firma Hurtowa 068,3853366884,Base One Clear 5kg,Żele,,"120,00",0.05,PL,Jan Kowalski
INV 4541,2025-07-04,Firma Hurtowa 002,,Base One Pink 5kg,Żele,,"120,00",0.05,PL,J. Kowalski
INV 9721,15.08.25,Firma Hurtowa 019,,Base One Clear 5kg,Żele,38,"120,00",0.05,poland,J. Kowalski
INV 5513,2025-10-05,Firma Hurtowa 028,,Cleaner UV,Akcesoria,,197.35,10%,PL,Nowak Anna
INV 7576,2025-03-29,Firma Hurtowa 051,,Base One Pink 5kg,Żele,dziesięć,"120,00",0.1,poland,Anna Nowak
INV 11370,29-09-2025,Firma Hurtowa 018,,Primer Acid,Akcesoria,33,"120,00",,poland,J. Kowalski
INV 8400,27-10-2025,Firma Hurtowa 025,,Base One Clear 5kg,,49,"120,00",,PL,J. Kowalski
INV 11225,09.07.25,Firma Hurtowa 012,,Flexy Hybrid Gel,Lakiery Hybrydowe,23,62.6,0.05,PL,Jan Kowalski
INV 4802,30.07.25,Firma Hurtowa 016,4069933306,Primer Acid,Akcesoria,dziesięć,"120,00",10%,PL,Anna Nowak
INV 4037,22-05-2025,Firma Hurtowa 014,,Base One Pink 5kg,Żele,,182.93,,Polska,Nowak Anna
INV 5290,22.05.25,Firma Hurtowa 046,,Cuticle Oil Mango,Pielęgnacja,25,128.05,10%,Polska,Jan Kowalski
INV 7841,2025-07-22,Firma Hurtowa 085,,Base One Clear 5kg,Żele,dziesięć,"120,00",10%,PL,Anna Nowak
INV 2129,08.07.25,Firma Hurtowa 066,,Base One Pink 5kg,Żele,31,"120,00",10%,PL,Jan Kowalski
INV 2467,28-12-2025,Firma Hurtowa 056,,Base One Pink 5kg,,36,"120,00",10%,PL,Anna Nowak
INV 10371,04.09.25,Firma Hurtowa 010,8153491404,Base One Pink 5kg,Żele,14,92.04,0,poland,Anna Nowak
INV 6887,2025-05-06,Firma Hurtowa 064,,Base One Pink 5kg,Żele,,150.73,0,PL,Anna Nowak
INV 11183,2025-06-03,Firma Hurtowa 010,,Cuticle Oil Mango,Pielęgnacja,,39.84,0.05,Polska,J. Kowalski
INV 8837,28-12-2025,Firma Hurtowa 039,,Base One Pink 5kg,Żele,1,"120,00",,poland,Jan Kowalski
INV 6216,13-02-2025,Firma Hurtowa 061,6602255148,Cleaner UV,Akcesoria,,"120,00",10%,poland,Anna Nowak
INV 4663,24.05.25,Firma Hurtowa 079,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0.1,poland,J. Kowalski
INV 5145,2025-07-20,Firma Hurtowa 001,,Base One Pink 5kg,Żele,13,108.37,0.1,poland,Jan Kowalski
INV 3729,2025-12-27,Firma Hurtowa 081,,Base One Pink 5kg,Żele,,164.61,10%,Polska,Jan Kowalski
INV 3912,2025-05-11,Firma Hurtowa 011,,Base One Clear 5kg,Żele,dziesięć,26.45,0.1,poland,Nowak Anna
INV 2980,27.02.25,Firma Hurtowa 063,5039995214,Cleaner UV,Akcesoria,,22.85,10%,PL,Jan Kowalski
INV 1850,01.10.25,Firma Hurtowa 089,,Primer Acid,Akcesoria,33,"120,00",0.1,poland,Nowak Anna
INV 5811,29-12-2025,Firma Hurtowa 080,,Base One Clear 5kg,Żele,dziesięć,109.6,0.1,PL,Anna Nowak
INV 10262,18.02.25,Firma Hurtowa 056,4406180015,Cuticle Oil Mango,Pielęgnacja,47,"120,00",,PL,Anna Nowak
INV 11772,2025-04-01,Firma Hurtowa 093,9468726129,Cuticle Oil Mango,Pielęgnacja,,"120,00",10%,poland,Anna Nowak
INV 11010,2025-05-14,Firma Hurtowa 012,,Flexy Hybrid Gel,Lakiery Hybrydowe,9,135.26,0,poland,J. Kowalski
INV 6864,24-04-2025,Firma Hurtowa 029,,Primer Acid,Akcesoria,,"120,00",,Polska,Anna Nowak
INV 10864,2025-03-30,Firma Hurtowa 019,4443541688,Base One Clear 5kg,Żele,dziesięć,166.84,0.05,PL,Jan Kowalski
INV 11430,2025-01-21,Firma Hurtowa 040,,Cleaner UV,,dziesięć,17.04,,poland,Anna Nowak
INV 7082,09-08-2025,Firma Hurtowa 098,3415215003,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,56.66,0.1,PL,Nowak Anna
INV 9842,07.11.25,Firma Hurtowa 011,,Flexy Hybrid Gel,,6,51.12,0.1,poland,Anna Nowak
INV 506,20-01-2025,Firma Hurtowa 011,,Primer Acid,Akcesoria,,123.85,0,PL,J. Kowalski
INV 10492,12-03-2025,Firma Hurtowa 033,,Primer Acid,Akcesoria,25,"120,00",0.1,poland,Jan Kowalski
INV 7228,2025-04-10,Firma Hurtowa 066,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,32.99,0,Polska,Jan Kowalski
INV 4853,2025-01-22,Firma Hurtowa 010,5913262789,Flexy Hybrid Gel,Lakiery Hybrydowe,44,"120,00",0.1,poland,Nowak Anna
INV 3245,2025-05-05,Firma Hurtowa 071,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",,Polska,Nowak Anna
INV 7771,2025-08-19,Firma Hurtowa 086,1844156947,Primer Acid,Akcesoria,,"120,00",0.05,PL,Nowak Anna
INV 5179,10-08-2025,Firma Hurtowa 088,,Base One Pink 5kg,Żele,4,64.9,,poland,Jan Kowalski
INV 5373,2025-02-05,Firma Hurtowa 061,,Base One Pink 5kg,Żele,,"120,00",0,PL,Jan Kowalski
INV 7937,2025-03-10,Firma Hurtowa 012,3242929586,Primer Acid,Akcesoria,29,38.87,10%,Polska,J. Kowalski
INV 2335,15.11.25,Firma Hurtowa 088,2885349003,Base One Pink 5kg,,47,"120,00",0.05,PL,Nowak Anna
INV 2497,26.04.25,Firma Hurtowa 019,,Flexy Hybrid Gel,Lakiery Hybrydowe,18,182.83,0.05,Polska,Nowak Anna
INV 916,03.07.25,Firma Hurtowa 044,,Cuticle Oil Mango,Pielęgnacja,48,174.58,10%,Polska,Anna Nowak
INV 863,20.10.25,Firma Hurtowa 090,4018214765,Base One Pink 5kg,Żele,47,"120,00",0.05,PL,Anna Nowak
INV 3989,19-03-2025,Firma Hurtowa 007,,Primer Acid,,dziesięć,"120,00",0.1,poland,Jan Kowalski
INV 7500,2025-09-24,Firma Hurtowa 057,,Cleaner UV,Akcesoria,dziesięć,130.55,0.1,PL,Nowak Anna
INV 4290,14.11.25,Firma Hurtowa 026,9629469225,Primer Acid,Akcesoria,45,107.54,10%,Polska,Anna Nowak
INV 6255,30.11.25,Firma Hurtowa 029,,Cuticle Oil Mango,Pielęgnacja,42,96.63,0.05,Polska,Nowak Anna
INV 7234,2025-03-07,Firma Hurtowa 084,9472090422,Base One Pink 5kg,Żele,14,164.63,,poland,Jan Kowalski
INV 6273,13.08.25,Firma Hurtowa 082,4690708579,Base One Pink 5kg,,48,"120,00",0,Polska,Anna Nowak
INV 5415,11.03.25,Firma Hurtowa 014,,Cuticle Oil Mango,Pielęgnacja,23,198.71,0,Polska,J. Kowalski
INV 4448,01-09-2025,Firma Hurtowa 011,6275879935,Cleaner UV,Akcesoria,7,"120,00",10%,Polska,Anna Nowak
INV 5328,20-04-2025,Firma Hurtowa 054,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",,PL,Jan Kowalski
INV 9525,2025-01-23,Firma Hurtowa 088,3514927006,Primer Acid,Akcesoria,48,"120,00",,Polska,Anna Nowak
INV 1417,17.07.25,Firma Hurtowa 078,6887226344,Cleaner UV,,,135.46,,poland,Anna Nowak
INV 438,2025-11-14,Firma Hurtowa 012,,Cuticle Oil Mango,Pielęgnacja,dziesięć,190.35,10%,PL,Anna Nowak
INV 8022,22.08.25,Firma Hurtowa 077,,Primer Acid,Akcesoria,,"120,00",10%,Polska,J. Kowalski
INV 7742,26.05.25,Firma Hurtowa 083,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0.05,Polska,J. Kowalski
INV 5081,2025-04-28,Firma Hurtowa 029,4730433527,Flexy Hybrid Gel,Lakiery Hybrydowe,49,154.11,10%,poland,Jan Kowalski
INV 1311,21.10.25,Firma Hurtowa 092,8364712875,Base One Clear 5kg,Żele,7,"120,00",0.1,poland,Anna Nowak
INV 553,13.07.25,Firma Hurtowa 064,,Flexy Hybrid Gel,Lakiery Hybrydowe,,156.33,,Polska,J. Kowalski
INV 9519,10.01.25,Firma Hurtowa 008,4185525844,Cleaner UV,Akcesoria,1,44.1,0.1,Polska,Anna Nowak
INV 3265,31.01.25,Firma Hurtowa 022,7752045648,Cleaner UV,Akcesoria,dziesięć,121.42,,PL,Anna Nowak
INV 9941,23.03.25,Firma Hurtowa 100,1310397764,Cleaner UV,Akcesoria,,174.81,,poland,J. Kowalski
INV 645,2025-01-30,Firma Hurtowa 097,,Cuticle Oil Mango,Pielęgnacja,,51.68,0.05,poland,J. Kowalski
INV 9335,2025-03-13,Firma Hurtowa 094,9773072984,Base One Pink 5kg,Żele,50,134.22,0.1,poland,J. Kowalski
INV 11491,18-02-2025,Firma Hurtowa 071,2243696941,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",10%,poland,J. Kowalski
INV 5897,04.07.25,Firma Hurtowa 054,4065915927,Base One Pink 5kg,Żele,dziesięć,63.16,0,Polska,Anna Nowak
INV 4926,2025-08-28,Firma Hurtowa 076,,Flexy Hybrid Gel,Lakiery Hybrydowe,41,39.4,0.05,poland,Nowak Anna
INV 898,23-05-2025,Firma Hurtowa 031,,Cuticle Oil Mango,Pielęgnacja,8,"120,00",0,Polska,Nowak Anna
INV 5735,14.01.25,Firma Hurtowa 072,2211016711,Cuticle Oil Mango,,dziesięć,"120,00",0.1,Polska,Anna Nowak
INV 7935,30.07.25,Firma Hurtowa 078,,Primer Acid,Akcesoria,,89.48,0,Polska,J. Kowalski
INV 3702,28-08-2025,Firma Hurtowa 041,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0.05,poland,Jan Kowalski
INV 7091,23-06-2025,Firma Hurtowa 084,2910099076,Cleaner UV,Akcesoria,dziesięć,"120,00",,PL,Nowak Anna
INV 2420,2025-12-06,Firma Hurtowa 060,7929311813,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0.1,Polska,Jan Kowalski
INV 4055,19-03-2025,Firma Hurtowa 071,,Base One Pink 5kg,Żele,dziesięć,"120,00",,PL,Anna Nowak
INV 9121,15.11.25,Firma Hurtowa 040,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,61.81,0,Polska,J. Kowalski
INV 9536,08-07-2025,Firma Hurtowa 066,,Cuticle Oil Mango,Pielęgnacja,,"120,00",0.1,poland,J. Kowalski
INV 6602,13-08-2025,Firma Hurtowa 024,,Flexy Hybrid Gel,Lakiery Hybrydowe,,193.61,,poland,Anna Nowak
INV 7818,06.06.25,Firma Hurtowa 098,,Cleaner UV,Akcesoria,,"120,00",10%,poland,J. Kowalski
INV 9532,20.02.25,Firma Hurtowa 055,7789918172,Primer Acid,Akcesoria,dziesięć,"120,00",0.05,Polska,Jan Kowalski
INV 6522,08-05-2025,Firma Hurtowa 092,,Primer Acid,Akcesoria,,"120,00",0.1,poland,Jan Kowalski
INV 9411,2025-04-16,Firma Hurtowa 091,,Base One Clear 5kg,Żele,dziesięć,43.06,0.05,PL,Anna Nowak
INV 9899,24-01-2025,Firma Hurtowa 021,1213850798,Flexy Hybrid Gel,Lakiery Hybrydowe,21,"120,00",0.05,Polska,Jan Kowalski
INV 440,2025-11-13,Firma Hurtowa 005,6274148113,Base One Pink 5kg,,dziesięć,40.63,0.1,Polska,Nowak Anna
INV 11233,04.12.25,Firma Hurtowa 003,,Base One Pink 5kg,Żele,13,"120,00",10%,poland,J. Kowalski
INV 6435,2025-04-13,Firma Hurtowa 075,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,166.87,,poland,Jan Kowalski
INV 7330,09.07.25,Firma Hurtowa 077,,Base One Clear 5kg,,dziesięć,"120,00",10%,PL,J. Kowalski
INV 8525,25-05-2025,Firma Hurtowa 067,,Cleaner UV,Akcesoria,45,178.8,0.05,poland,Jan Kowalski
INV 10551,07-02-2025,Firma Hurtowa 036,,Cleaner UV,Akcesoria,22,"120,00",0.1,PL,Anna Nowak
INV 2845,03-10-2025,Firma Hurtowa 044,,Base One Pink 5kg,Żele,dziesięć,60.33,10%,Polska,Jan Kowalski
INV 10558,05.11.25,Firma Hurtowa 006,1746069134,Primer Acid,Akcesoria,,"120,00",10%,poland,Nowak Anna
INV 409,2025-09-12,Firma Hurtowa 082,,Base One Pink 5kg,Żele,dziesięć,181.54,10%,Polska,J. Kowalski
INV 10498,2025-01-18,Firma Hurtowa 070,,Base One Pink 5kg,Żele,dziesięć,"120,00",0.05,Polska,Jan Kowalski
INV 10020,03.12.25,Firma Hurtowa 092,,Base One Clear 5kg,Żele,dziesięć,"120,00",10%,Polska,Jan Kowalski
INV 4654,01-03-2025,Firma Hurtowa 014,7512910072,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,33.87,,PL,Nowak Anna
INV 3976,06-06-2025,Firma Hurtowa 051,,Cleaner UV,Akcesoria,dziesięć,"120,00",0,Polska,Anna Nowak
INV 8892,13.02.25,Firma Hurtowa 022,,Cuticle Oil Mango,Pielęgnacja,,184.99,,poland,J. Kowalski
INV 8336,02.05.25,Firma Hurtowa 061,8683031255,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",0,Polska,Jan Kowalski
INV 9621,16-12-2025,Firma Hurtowa 045,2936073765,Base One Clear 5kg,Żele,dziesięć,"120,00",0.05,Polska,Anna Nowak
INV 10757,13.02.25,Firma Hurtowa 011,,Base One Clear 5kg,Żele,dziesięć,69.89,0.1,poland,J. Kowalski
INV 6679,29.10.25,Firma Hurtowa 020,9352335611,Base One Clear 5kg,Żele,,"120,00",10%,Polska,Nowak Anna
INV 8647,27.05.25,Firma Hurtowa 067,,Primer Acid,Akcesoria,dziesięć,182.45,0.05,Polska,Nowak Anna
INV 4801,22.11.25,Firma Hurtowa 025,,Base One Pink 5kg,Żele,,106.35,0.1,poland,J. Kowalski
INV 1377,19-02-2025,Firma Hurtowa 098,,Primer Acid,Akcesoria,18,12.62,,Polska,Jan Kowalski
INV 9388,2025-11-09,Firma Hurtowa 010,,Base One Clear 5kg,Żele,5,171.74,10%,PL,J. Kowalski
INV 6083,20.07.25,Firma Hurtowa 036,,Primer Acid,Akcesoria,,"120,00",0,poland,Nowak Anna
INV 622,03.06.25,Firma Hurtowa 079,1606500573,Base One Clear 5kg,Żele,dziesięć,22.63,0,poland,Nowak Anna
INV 11372,28.06.25,Firma Hurtowa 022,,Base One Clear 5kg,Żele,,"120,00",10%,Polska,J. Kowalski
INV 7447,07.03.25,Firma Hurtowa 086,2599953231,Primer Acid,Akcesoria,8,"120,00",0.1,PL,Jan Kowalski
INV 7843,2025-01-20,Firma Hurtowa 014,7942910092,Base One Clear 5kg,Żele,,"120,00",,Polska,J. Kowalski
INV 1970,2025-06-13,Firma Hurtowa 014,,Base One Clear 5kg,Żele,45,"120,00",0,PL,Jan Kowalski
INV 3057,2025-08-29,Firma Hurtowa 083,6073583332,Cleaner UV,Akcesoria,dziesięć,90.94,0.1,Polska,Anna Nowak
INV 11346,15.06.25,Firma Hurtowa 099,6901593535,Cleaner UV,Akcesoria,38,"120,00",0.05,Polska,Nowak Anna
INV 7876,22.01.25,Firma Hurtowa 069,1833827590,Cleaner UV,Akcesoria,,"120,00",0,Polska,Jan Kowalski
INV 774,2025-02-13,Firma Hurtowa 061,,Cuticle Oil Mango,Pielęgnacja,19,12.31,,PL,Anna Nowak
INV 6712,16.02.25,Firma Hurtowa 024,6383762855,Base One Pink 5kg,Żele,dziesięć,"120,00",,poland,Nowak Anna
INV 8291,2025-03-26,Firma Hurtowa 062,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",,poland,Nowak Anna
INV 9579,2025-09-22,Firma Hurtowa 073,8675970017,Base One Clear 5kg,Żele,,"120,00",,PL,Nowak Anna
INV 130,25.09.25,Firma Hurtowa 031,9575457875,Base One Pink 5kg,Żele,,"120,00",0.05,Polska,Nowak Anna
INV 11690,16.01.25,Firma Hurtowa 018,,Cleaner UV,Akcesoria,,155.19,10%,PL,Anna Nowak
INV 1299,12.12.25,Firma Hurtowa 075,,Cleaner UV,Akcesoria,45,36.15,,Polska,Anna Nowak
INV 3237,30-06-2025,Firma Hurtowa 014,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",,poland,J. Kowalski
INV 7460,2025-02-23,Firma Hurtowa 039,,Cuticle Oil Mango,Pielęgnacja,,186.41,0.1,poland,J. Kowalski
INV 7491,19-08-2025,Firma Hurtowa 019,3736444119,Base One Pink 5kg,Żele,,"120,00",0,Polska,J. Kowalski
INV 7040,2025-06-04,Firma Hurtowa 069,6939404805,Primer Acid,Akcesoria,dziesięć,"120,00",,PL,Anna Nowak
INV 4207,03-02-2025,Firma Hurtowa 049,,Base One Pink 5kg,Żele,38,129.81,10%,PL,J. Kowalski
INV 2285,2025-09-02,Firma Hurtowa 041,,Base One Pink 5kg,,dziesięć,"120,00",,poland,Anna Nowak
INV 6732,08-05-2025,Firma Hurtowa 022,,Base One Pink 5kg,,,"120,00",0.1,poland,Nowak Anna
INV 6739,2025-12-20,Firma Hurtowa 073,,Cleaner UV,Akcesoria,36,"120,00",,PL,Nowak Anna
INV 1262,21.04.25,Firma Hurtowa 024,3111320147,Cleaner UV,Akcesoria,dziesięć,55.73,,Polska,Nowak Anna
INV 10552,13-02-2025,Firma Hurtowa 025,1413855745,Base One Pink 5kg,Żele,,"120,00",0.1,poland,Anna Nowak
INV 5287,2025-02-22,Firma Hurtowa 095,2631171678,Primer Acid,Akcesoria,49,"120,00",0,Polska,Anna Nowak
INV 3371,01.11.25,Firma Hurtowa 098,,Base One Clear 5kg,Żele,,76.0,0.05,PL,Jan Kowalski
INV 9447,18.05.25,Firma Hurtowa 050,,Base One Clear 5kg,Żele,dziesięć,"120,00",0.1,Polska,Jan Kowalski
INV 7159,2025-12-14,Firma Hurtowa 097,,Cleaner UV,Akcesoria,,114.33,0,PL,Jan Kowalski
INV 9086,27-12-2025,Firma Hurtowa 023,8238155694,Primer Acid,Akcesoria,28,"120,00",0.1,Polska,Nowak Anna
INV 9627,16-07-2025,Firma Hurtowa 046,8609410763,Base One Clear 5kg,Żele,dziesięć,115.27,0.05,Polska,Jan Kowalski
INV 10551,05-06-2025,Firma Hurtowa 037,6930954227,Base One Clear 5kg,Żele,dziesięć,"120,00",10%,poland,Jan Kowalski
INV 6643,03-07-2025,Firma Hurtowa 067,,Base One Clear 5kg,Żele,dziesięć,"120,00",0,Polska,Anna Nowak
INV 10535,11-12-2025,Firma Hurtowa 036,2452896350,Base One Clear 5kg,Żele,34,105.75,0.1,poland,Jan Kowalski
INV 137,03.11.25,Firma Hurtowa 009,,Flexy Hybrid Gel,Lakiery Hybrydowe,11,"120,00",0.05,PL,Anna Nowak
INV 11036,2025-01-03,Firma Hurtowa 061,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,160.63,0,Polska,J. Kowalski
INV 9328,19.11.25,Firma Hurtowa 007,,Base One Pink 5kg,Żele,,"120,00",0.05,Polska,Nowak Anna
INV 6705,2025-08-16,Firma Hurtowa 038,4896698887,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",0.1,PL,Jan Kowalski
INV 11470,20-09-2025,Firma Hurtowa 079,,Cuticle Oil Mango,Pielęgnacja,,"120,00",,PL,J. Kowalski
INV 8459,2025-10-15,Firma Hurtowa 047,5201190808,Base One Pink 5kg,,dziesięć,"120,00",,PL,Jan Kowalski
INV 852,2025-11-16,Firma Hurtowa 048,,Primer Acid,Akcesoria,dziesięć,47.87,10%,Polska,Nowak Anna
INV 1176,2025-03-12,Firma Hurtowa 099,6452001308,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,53.84,,poland,Nowak Anna
INV 9871,12-01-2025,Firma Hurtowa 092,,Cuticle Oil Mango,Pielęgnacja,dziesięć,"120,00",10%,Polska,Nowak Anna
INV 3964,19-05-2025,Firma Hurtowa 023,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,39.67,,Polska,Anna Nowak
INV 5405,02-11-2025,Firma Hurtowa 084,,Base One Pink 5kg,Żele,,106.81,0,poland,Nowak Anna
INV 6449,08.08.25,Firma Hurtowa 081,,Cuticle Oil Mango,Pielęgnacja,,47.89,,PL,J. Kowalski
INV 7371,16-11-2025,Firma Hurtowa 059,,Cleaner UV,Akcesoria,4,161.29,0.05,PL,Anna Nowak
INV 7621,2025-03-12,Firma Hurtowa 098,,Flexy Hybrid Gel,Lakiery Hybrydowe,,"120,00",0.05,poland,Jan Kowalski
INV 2973,20.12.25,Firma Hurtowa 011,,Flexy Hybrid Gel,Lakiery Hybrydowe,dziesięć,"120,00",,Polska,Nowak Anna
